chrom	window_start	window_end	cMperMb	n_EUR	mean_2pq_EUR	n_AFR	mean_2pq_AFR	n_EAS	mean_2pq_EAS	n_SAS	mean_2pq_SAS	n_AMR	mean_2pq_AMR
chr3	8000000	9000000	2.2221	8687	0.12689	15128	0.09598	7490	0.13824	9296	0.12296	10908	0.10709
chr3	9000000	10000000	2.1679	7260	0.09828	12634	0.07348	6581	0.08640	8239	0.08552	9009	0.08359
chr3	10000000	11000000	1.9504	7632	0.11025	13521	0.08614	7543	0.11060	8862	0.11118	9994	0.09262
chr3	11000000	12000000	1.4838	7421	0.11510	13429	0.08575	6617	0.13337	8348	0.10446	9883	0.09466
chr3	12000000	13000000	1.4993	6872	0.10275	12335	0.07710	6032	0.08971	7111	0.08650	9330	0.07987
chr3	13000000	14000000	1.6163	7991	0.12164	14257	0.08914	7062	0.12707	9240	0.11081	10719	0.09261
chr3	14000000	15000000	1.5812	7203	0.12459	13099	0.08549	6579	0.13470	8357	0.10777	9617	0.10017
chr3	15000000	16000000	1.3599	7599	0.08500	12398	0.08003	5732	0.11627	7563	0.09254	9024	0.07962
chr3	16000000	17000000	0.8018	7531	0.12664	12782	0.08566	6690	0.13400	8268	0.11759	9837	0.10210
chr3	17000000	18000000	0.9742	6199	0.08787	10487	0.08021	5887	0.05414	6826	0.08592	7914	0.07403
chr3	18000000	19000000	0.6996	6676	0.10487	11533	0.07007	6139	0.10258	7372	0.09322	8653	0.07959
chr3	19000000	20000000	0.8526	6381	0.07690	12159	0.07253	5505	0.08116	7010	0.07120	8950	0.06079
chr3	20000000	21000000	1.0560	8212	0.12774	13934	0.08599	7417	0.12598	8800	0.12079	10288	0.10384
chr3	21000000	22000000	1.2887	9735	0.13868	15994	0.09356	8556	0.15483	10378	0.13522	12090	0.11847
chr3	22000000	23000000	1.3106	9058	0.11606	16791	0.07990	8172	0.12728	9985	0.10793	12332	0.08847
chr3	23000000	24000000	1.2650	7583	0.11820	12733	0.07760	6910	0.13295	8399	0.11066	9928	0.09225
chr3	24000000	25000000	1.3191	8333	0.10585	14085	0.08055	6872	0.12673	8829	0.10764	10299	0.08699
chr3	25000000	26000000	1.3206	7662	0.10592	14236	0.07373	6487	0.09105	8090	0.10439	10189	0.08093
chr3	26000000	27000000	1.1330	7908	0.10848	14040	0.08751	7104	0.11075	8485	0.10862	10235	0.09305
chr3	27000000	28000000	1.0481	7396	0.12441	12999	0.08792	6490	0.10334	8191	0.10684	9842	0.09415
chr3	28000000	29000000	1.2760	6923	0.10410	12032	0.07450	5561	0.10679	6854	0.09741	9143	0.08063
chr3	29000000	30000000	1.4692	7873	0.11806	13698	0.09271	6911	0.14059	8422	0.11698	10280	0.09999
chr3	30000000	31000000	1.7834	8016	0.11709	13552	0.09049	7171	0.15022	8713	0.12052	10123	0.10455
chr3	31000000	32000000	1.7898	6764	0.10893	12925	0.08583	6363	0.13748	7625	0.11012	9507	0.09201
chr3	32000000	33000000	1.5193	7839	0.10502	13622	0.08502	6817	0.13487	8580	0.10130	10210	0.08486
chr3	33000000	34000000	0.9731	6634	0.09317	10737	0.07385	5867	0.11817	7032	0.09431	7917	0.09226
chr3	34000000	35000000	0.6139	7368	0.10804	13090	0.07452	5920	0.12290	7346	0.10984	9442	0.08955
chr3	35000000	36000000	0.7309	6448	0.10935	11713	0.06891	5716	0.11396	7194	0.10166	8866	0.08255
chr3	36000000	37000000	0.7888	7104	0.11100	12444	0.08101	6241	0.12407	8154	0.09916	9571	0.08601
chr3	37000000	38000000	0.8783	6222	0.08899	10721	0.07349	4898	0.07039	6784	0.07218	8278	0.06675
chr3	38000000	39000000	0.8229	6641	0.09552	11343	0.07702	5553	0.11938	7040	0.08662	8398	0.08116
chr3	39000000	40000000	0.9085	7474	0.11310	12366	0.09441	6244	0.12521	7895	0.10564	9265	0.09172
chr3	40000000	41000000	0.7695	6542	0.07440	11312	0.07922	5254	0.10392	6760	0.08637	7948	0.06792
chr3	41000000	42000000	0.8706	8039	0.11078	13773	0.10075	7403	0.10937	8337	0.10857	10178	0.09054
chr3	42000000	43000000	0.7577	6535	0.11296	11780	0.08109	6165	0.11330	7342	0.10298	8968	0.08365
chr3	43000000	44000000	0.7283	5999	0.08817	11700	0.06562	5364	0.07883	6482	0.08274	7985	0.07058
chr3	44000000	45000000	0.7729	5249	0.09808	10355	0.06779	4523	0.05893	6014	0.06300	7393	0.06706
chr3	45000000	46000000	0.8004	7049	0.11929	11998	0.08105	6109	0.11542	7638	0.11052	8861	0.09436
chr3	46000000	47000000	0.6985	6734	0.11152	11197	0.09128	5777	0.11745	7115	0.12602	8501	0.09337
chr3	47000000	48000000	0.3165	4622	0.07141	8509	0.05163	4209	0.07768	5234	0.06594	6057	0.06006
chr3	48000000	49000000	0.1210	5082	0.06949	9379	0.05080	4556	0.05672	5543	0.05203	6811	0.04940
chr3	49000000	50000000	0.1153	5107	0.08339	8867	0.05706	4933	0.03262	5756	0.04839	6291	0.05783
chr3	50000000	51000000	0.1005	5194	0.06278	9164	0.05680	4629	0.08247	5682	0.04408	6692	0.07056
chr3	51000000	52000000	0.1915	5123	0.04321	9356	0.05016	4469	0.07230	5905	0.03670	6771	0.05595
chr3	52000000	53000000	0.4970	5828	0.07521	9690	0.06777	4956	0.08283	6664	0.07115	7265	0.06792
chr3	53000000	54000000	1.0974	6419	0.10745	11623	0.07577	5716	0.11222	7545	0.10029	8862	0.08298
chr3	54000000	55000000	1.5500	7608	0.10774	13446	0.07567	6620	0.12320	8335	0.10339	10078	0.08481
chr3	55000000	56000000	1.5096	7212	0.11963	13209	0.08563	6451	0.11494	8229	0.10860	9423	0.09718
chr3	56000000	57000000	0.9898	7322	0.11029	12396	0.07974	6593	0.12404	7963	0.10863	8811	0.09858
chr3	57000000	58000000	0.7265	6271	0.11548	11505	0.07488	5551	0.11494	6896	0.10512	8404	0.09182
chr3	58000000	59000000	0.9786	6477	0.11069	12872	0.07792	5897	0.09199	7753	0.09172	8824	0.08960
chr3	59000000	60000000	1.8000	7472	0.12056	14203	0.08230	6791	0.12102	8235	0.11446	10014	0.09729
chr3	60000000	61000000	1.9484	9222	0.12925	16899	0.08941	7842	0.11707	10101	0.11831	12224	0.10106
chr3	61000000	62000000	2.1533	8113	0.10459	13672	0.08268	6974	0.11849	8538	0.10823	10377	0.09038
chr3	62000000	63000000	1.7953	7465	0.09966	12882	0.07813	6505	0.09932	7851	0.10094	9814	0.07554
chr3	63000000	64000000	2.0312	7890	0.11440	13695	0.08162	6641	0.14108	8565	0.10751	10452	0.08992
chr3	64000000	65000000	1.8162	7845	0.11054	13681	0.08647	6920	0.13209	8451	0.11096	9973	0.10191
chr3	65000000	66000000	1.6804	8275	0.11982	14590	0.08444	7563	0.11266	9175	0.10848	10615	0.09416
chr3	66000000	67000000	1.3619	8161	0.10798	14399	0.08768	7062	0.11367	8346	0.10264	10618	0.08827
chr3	67000000	68000000	1.0801	7949	0.10521	13733	0.08462	6709	0.12137	7950	0.10502	9938	0.08816
chr3	68000000	69000000	0.9121	7544	0.11699	12974	0.08099	6594	0.11958	7858	0.10508	9343	0.09500
chr3	69000000	70000000	0.8944	7304	0.11964	13133	0.08812	6674	0.13939	7956	0.11696	9160	0.09627
chr3	70000000	71000000	1.3657	6411	0.10256	12133	0.07370	6007	0.10515	7213	0.09934	8196	0.08353
chr3	71000000	72000000	1.8161	6397	0.11533	11859	0.07767	5551	0.10773	7197	0.10344	8474	0.08730
chr3	72000000	73000000	2.1442	7096	0.10206	13075	0.08133	5946	0.10642	7747	0.09515	9102	0.08218
chr3	73000000	74000000	1.7755	7805	0.12253	13650	0.08817	7409	0.12581	8212	0.11920	10028	0.09936
chr3	74000000	75000000	1.2207	6657	0.11438	13395	0.07782	6438	0.10595	7508	0.10593	9501	0.08625
chr3	75000000	76000000	0.8497	9926	0.11948	18334	0.08933	10000	0.13079	11422	0.10631	13525	0.10179
chr3	76000000	77000000	0.8145	7267	0.11236	13321	0.08187	6895	0.12867	8386	0.10159	9404	0.09682
chr3	77000000	78000000	0.8364	6777	0.11190	12742	0.07327	5764	0.12375	7373	0.10583	9236	0.08394
chr3	78000000	79000000	0.6099	6833	0.09951	11975	0.07861	5583	0.10005	7183	0.08649	9125	0.07562
chr3	79000000	80000000	0.3150	6175	0.10580	11673	0.07565	5614	0.10311	6723	0.09018	9025	0.07018
chr3	80000000	81000000	0.2915	6555	0.11955	12112	0.07141	6194	0.12838	7253	0.11328	9236	0.09069
chr3	81000000	82000000	0.3035	6151	0.10264	11093	0.07591	5197	0.12440	6724	0.08995	8136	0.08514
chr3	82000000	83000000	0.3267	6479	0.11663	11837	0.08412	5680	0.11641	6930	0.10499	9365	0.08352
chr3	83000000	84000000	0.2164	6126	0.09553	11229	0.06397	4800	0.08712	6347	0.09522	7996	0.06646
chr3	84000000	85000000	0.1697	7193	0.12602	13005	0.08487	5800	0.12490	7229	0.12291	9364	0.10215
chr3	85000000	86000000	0.2297	6848	0.11485	12232	0.08111	5593	0.11335	7084	0.12112	8645	0.09596
chr3	86000000	87000000	0.3040	7142	0.10902	12803	0.07867	6411	0.13549	8037	0.10538	9081	0.09539
chr3	87000000	88000000	0.3718	7483	0.11561	13142	0.08834	6760	0.14222	8050	0.10380	9120	0.09599
chr3	88000000	89000000	0.2924	7863	0.10767	13248	0.08725	6962	0.13186	7761	0.10289	9685	0.08586
chr3	89000000	90000000	0.1546	7905	0.06298	12983	0.07854	6199	0.07210	7517	0.05545	9832	0.05517
chr3	90000000	91000000	0.0457	23037	0.02347	32038	0.02222	20839	0.02250	23233	0.02032	23332	0.02187
chr3	91000000	92000000	0.0048	10240	0.02426	15338	0.02059	9580	0.02420	10621	0.02129	10410	0.02255
chr3	92000000	93000000	0.0076	826	0.02393	1193	0.01746	790	0.02560	896	0.02148	879	0.02162
chr3	93000000	94000000	0.0975	3248	0.03638	5398	0.02557	2936	0.03629	3467	0.03295	3535	0.03272
chr3	94000000	95000000	0.1567	7344	0.09391	12564	0.07389	6019	0.10776	7174	0.09174	9097	0.07817
chr3	95000000	96000000	0.2306	8403	0.13004	14411	0.09777	7239	0.15273	8949	0.13011	11117	0.09220
chr3	96000000	97000000	0.2564	7068	0.09541	13439	0.08467	6362	0.12034	8092	0.08582	10123	0.07928
chr3	97000000	98000000	0.4606	5163	0.05536	10698	0.06542	4596	0.06156	5806	0.05119	7434	0.05833
chr3	98000000	99000000	0.5093	9754	0.13440	15080	0.11206	7385	0.17941	9170	0.15111	11581	0.12211
chr3	99000000	100000000	0.5918	7844	0.10879	13077	0.08982	6702	0.12147	8216	0.11695	9978	0.08990
chr3	100000000	101000000	0.5045	7129	0.08980	11276	0.07396	5602	0.10324	7133	0.08589	8447	0.07859
chr3	101000000	102000000	0.6135	6330	0.13390	11300	0.08857	5437	0.14264	6666	0.12317	8482	0.09829
chr3	102000000	103000000	0.6206	6505	0.10904	12055	0.08505	5314	0.08372	6920	0.09095	9142	0.07537
chr3	103000000	104000000	0.6702	8062	0.12202	13827	0.09673	7325	0.13971	8388	0.12332	11048	0.09761
chr3	104000000	105000000	0.7689	8176	0.13349	13272	0.09411	6763	0.14134	8398	0.12214	10358	0.10833
chr3	105000000	106000000	0.9197	7554	0.11383	12213	0.08089	6401	0.11780	8115	0.10401	9451	0.09557
chr3	106000000	107000000	0.9579	7750	0.09520	13420	0.08338	6499	0.12666	8310	0.10353	9584	0.08933
chr3	107000000	108000000	0.8400	5977	0.11076	11340	0.07205	5099	0.06919	6624	0.09027	8262	0.08219
chr3	108000000	109000000	0.6766	6436	0.11799	11262	0.08069	5459	0.11149	6945	0.11428	8338	0.09497
chr3	109000000	110000000	0.6015	6894	0.12478	12363	0.08966	5793	0.12302	7493	0.11274	9358	0.09628
chr3	110000000	111000000	0.5864	7047	0.10262	12110	0.09186	5922	0.12580	7558	0.09957	8686	0.09710
chr3	111000000	112000000	0.6715	6986	0.10102	11712	0.08590	5651	0.12049	7156	0.09663	8439	0.09078
chr3	112000000	113000000	0.8230	7863	0.12140	12411	0.09695	7065	0.13946	8183	0.12535	9539	0.10824
chr3	113000000	114000000	0.9220	6559	0.10898	11849	0.07851	5908	0.12969	7577	0.09289	9054	0.07796
chr3	114000000	115000000	1.1487	5731	0.07574	9417	0.07341	4980	0.06659	6631	0.07649	7276	0.06676
chr3	115000000	116000000	1.1441	5717	0.09582	10315	0.07958	5078	0.10469	6451	0.09386	7616	0.08498
chr3	116000000	117000000	1.3207	6990	0.10836	12257	0.08668	6267	0.11545	7646	0.10036	9057	0.09032
chr3	117000000	118000000	1.0063	6768	0.11647	12878	0.08447	6745	0.11498	8177	0.10258	9120	0.09309
chr3	118000000	119000000	0.9239	6845	0.11703	12378	0.07929	6491	0.12116	7419	0.11365	8620	0.09622
chr3	119000000	120000000	0.6467	6864	0.10891	12638	0.08109	6610	0.11780	7684	0.11145	9253	0.08694
chr3	120000000	121000000	0.5464	6505	0.10847	11465	0.07616	6232	0.08622	7420	0.09837	8412	0.09451
chr3	121000000	122000000	0.7172	6574	0.11835	11188	0.07975	6183	0.09332	7603	0.09292	7750	0.10551
chr3	122000000	123000000	0.9779	6594	0.11673	11091	0.08521	6019	0.12094	7139	0.11170	8017	0.09443
chr3	123000000	124000000	1.2116	6589	0.08585	11819	0.08083	5983	0.10950	6997	0.10206	8530	0.08035
chr3	124000000	125000000	1.1113	7002	0.12244	11610	0.08738	6559	0.12994	7391	0.12096	8578	0.11083
chr3	125000000	126000000	1.0151	9120	0.11039	15814	0.09599	8738	0.11181	10529	0.10711	12037	0.09305
chr3	126000000	127000000	1.3097	7665	0.11685	12618	0.08932	6220	0.14214	8113	0.11104	9519	0.10004
chr3	127000000	128000000	1.1430	7116	0.10148	12926	0.07366	6391	0.11290	7783	0.10098	9395	0.07791
chr3	128000000	129000000	0.9242	6960	0.09701	12473	0.07768	6057	0.09736	7482	0.09920	8802	0.08493
chr3	129000000	130000000	0.5472	6469	0.06126	12189	0.07466	6279	0.08954	7302	0.07492	8353	0.06374
chr3	130000000	131000000	0.7035	7712	0.08229	13624	0.08733	6933	0.11746	8067	0.10417	10166	0.08166
chr3	131000000	132000000	0.8872	7116	0.10628	12040	0.08944	6175	0.13946	7488	0.10760	9013	0.09285
chr3	132000000	133000000	1.2028	7014	0.13737	12430	0.08936	6444	0.14981	7813	0.12952	9532	0.10223
chr3	133000000	134000000	1.2533	7682	0.11803	13022	0.07887	6588	0.11856	7653	0.11334	9867	0.09317
chr3	134000000	135000000	1.2299	6899	0.11561	12637	0.08254	5976	0.10919	6930	0.12596	8997	0.09165
chr3	135000000	136000000	0.7096	6560	0.09421	11872	0.07355	5588	0.06814	6605	0.08588	8433	0.07479
chr3	136000000	137000000	0.5667	5745	0.09048	10817	0.05671	5421	0.05378	6568	0.07510	7018	0.06408
chr3	137000000	138000000	0.4396	6605	0.12232	11560	0.08549	5906	0.13666	7097	0.11683	8280	0.09913
chr3	138000000	139000000	0.6817	5797	0.08582	11163	0.06987	4759	0.08314	5862	0.08715	8062	0.06364
chr3	139000000	140000000	0.8009	6531	0.11882	11815	0.07227	5718	0.11754	6829	0.11178	8517	0.09000
chr3	140000000	141000000	1.1474	6891	0.10059	12042	0.08549	6071	0.11268	6867	0.09905	9323	0.08184
chr3	141000000	142000000	1.0660	7015	0.09493	12537	0.07637	6262	0.10066	7349	0.08060	8908	0.08136
chr3	142000000	143000000	1.3520	5964	0.10722	11227	0.06750	5452	0.10539	6384	0.09079	7916	0.07623
chr3	143000000	144000000	1.0332	6842	0.12648	13274	0.08315	6486	0.12510	7466	0.11702	9445	0.09476
chr3	144000000	145000000	1.1392	6887	0.09447	12292	0.08561	6023	0.10853	7403	0.10264	8577	0.08266
chr3	145000000	146000000	0.7604	7527	0.14737	13369	0.10214	6996	0.14040	8325	0.13392	10636	0.10554
chr3	146000000	147000000	1.0463	7303	0.13131	13147	0.09019	6372	0.12339	8042	0.11548	9537	0.09793
chr3	147000000	148000000	1.2274	6500	0.09796	11307	0.06488	5429	0.09655	6769	0.08740	8072	0.07642
chr3	148000000	149000000	1.4765	7020	0.10774	12533	0.08984	5770	0.13259	7109	0.11148	9567	0.08406
chr3	149000000	150000000	1.6241	7228	0.09943	12317	0.07422	6126	0.10949	7435	0.09824	8627	0.08657
chr3	150000000	151000000	1.4260	6420	0.11213	11260	0.08524	5704	0.12700	7025	0.10814	8206	0.09239
chr3	151000000	152000000	1.1304	6795	0.12405	11668	0.08819	6200	0.13642	7284	0.11716	8972	0.09828
chr3	152000000	153000000	0.8396	6116	0.12012	11274	0.08248	5509	0.11403	6631	0.10113	8418	0.08771
chr3	153000000	154000000	0.6827	7034	0.13308	12973	0.08809	7012	0.12061	8175	0.11845	9983	0.09738
chr3	154000000	155000000	0.7670	6184	0.09321	11816	0.08460	6129	0.08695	6829	0.09079	8920	0.06765
chr3	155000000	156000000	0.6447	6703	0.09723	11946	0.07837	6139	0.11666	7352	0.10256	9243	0.07944
chr3	156000000	157000000	0.7457	6284	0.09885	11049	0.08011	5635	0.08143	7064	0.09718	8237	0.06721
chr3	157000000	158000000	0.5474	6371	0.12872	12150	0.08106	6053	0.13872	7506	0.10759	8764	0.09852
chr3	158000000	159000000	0.5579	6157	0.15794	11468	0.09277	6241	0.12408	7380	0.13461	8270	0.11526
chr3	159000000	160000000	0.5121	6263	0.10099	12534	0.07858	5653	0.11035	7125	0.09190	8682	0.07740
chr3	160000000	161000000	0.5508	5982	0.09141	11303	0.07734	5690	0.08997	7530	0.07333	8307	0.07157
chr3	161000000	162000000	0.3880	6530	0.13108	12145	0.08898	7182	0.10993	8102	0.12116	8915	0.10317
chr3	162000000	163000000	0.3070	7393	0.16275	12264	0.09735	6839	0.14440	7835	0.15745	8836	0.13557
chr3	163000000	164000000	0.2545	6789	0.15692	12494	0.09274	6694	0.13214	8018	0.12705	8376	0.12527
chr3	164000000	165000000	0.3124	6478	0.15408	12766	0.09371	6507	0.13741	7569	0.13169	8673	0.11540
chr3	165000000	166000000	0.3156	6661	0.09845	12639	0.07691	5891	0.09128	7025	0.09361	8752	0.07900
chr3	166000000	167000000	0.4205	7926	0.12143	13054	0.09547	7111	0.11324	8026	0.10882	9750	0.09668
chr3	167000000	168000000	0.6630	6430	0.10580	11578	0.07515	6066	0.08288	7134	0.07884	8089	0.08008
chr3	168000000	169000000	0.8920	5864	0.09276	11617	0.07589	5483	0.08848	6682	0.08945	8031	0.07571
chr3	169000000	170000000	0.9426	6738	0.09432	11663	0.07343	5978	0.12660	7185	0.10315	8314	0.08242
chr3	170000000	171000000	1.1891	6733	0.09242	11893	0.08173	5833	0.12190	7273	0.09397	8815	0.07727
chr3	171000000	172000000	1.6188	6874	0.11396	12166	0.09110	5995	0.10044	7277	0.10529	8628	0.09405
chr3	172000000	173000000	2.0430	6822	0.11911	11966	0.09052	5651	0.12870	7047	0.11802	8636	0.09541
chr3	173000000	174000000	1.7536	6247	0.09455	11777	0.08361	5298	0.10415	6509	0.09853	8542	0.07262
chr3	174000000	175000000	1.7393	7599	0.11374	12499	0.09907	6420	0.12718	7491	0.12389	9325	0.09506
chr3	175000000	176000000	1.4603	8528	0.10704	14559	0.09420	7012	0.12541	8497	0.10897	10957	0.09442
chr3	176000000	177000000	1.5724	7402	0.11543	12961	0.09289	6443	0.12982	7941	0.10855	9483	0.09664
chr3	177000000	178000000	1.1013	7423	0.10461	12485	0.08114	6137	0.11765	7740	0.10200	9213	0.09105
chr3	178000000	179000000	1.0465	6709	0.11149	11894	0.07442	5713	0.11230	7163	0.10546	8625	0.08923
chr3	179000000	180000000	0.7427	6907	0.10588	11817	0.07609	5847	0.09649	6891	0.10838	8245	0.09044
chr3	180000000	181000000	0.8863	6177	0.07623	11579	0.08143	4811	0.09020	6069	0.08864	8200	0.06967
chr3	181000000	182000000	1.0795	5724	0.07808	10000	0.06427	4712	0.09806	5833	0.08490	6940	0.07364
chr3	182000000	183000000	1.3303	5650	0.08298	10507	0.08313	4875	0.10851	5903	0.08615	7439	0.07291
chr3	183000000	184000000	1.6233	7427	0.10198	12950	0.09216	6238	0.14033	7459	0.10728	9384	0.08903
chr3	184000000	185000000	1.3856	7257	0.10791	12394	0.08041	6139	0.10873	7538	0.10408	8620	0.09146
chr3	185000000	186000000	2.0878	6448	0.09353	11974	0.07722	5711	0.12243	7141	0.10311	8080	0.08766
chr3	186000000	187000000	2.0204	7374	0.11827	13514	0.08601	6477	0.11876	7792	0.11170	9435	0.09578
chr3	187000000	188000000	2.9309	7798	0.10936	13762	0.08464	6980	0.11027	8694	0.09831	9878	0.09010
chr3	188000000	189000000	2.5066	7005	0.10577	12774	0.07516	6082	0.09187	7828	0.09776	9364	0.08077
chr3	189000000	190000000	2.6927	7374	0.11949	12730	0.08939	6281	0.13003	7788	0.11834	9354	0.09815
chr3	190000000	191000000	1.8835	8617	0.11944	15056	0.09726	7549	0.13876	9350	0.11782	11134	0.09663
chr3	191000000	192000000	2.0092	8469	0.13766	13920	0.09741	6970	0.17367	8484	0.14618	10655	0.11655
chr3	192000000	193000000	1.9195	7840	0.11937	13462	0.09711	6632	0.12690	7844	0.12298	10295	0.09894
chr3	193000000	194000000	2.9846	7169	0.11818	12141	0.08879	6486	0.12771	7783	0.11062	9856	0.09137
chr3	194000000	195000000	2.7247	9351	0.12484	15649	0.10370	8512	0.13668	10470	0.12251	11650	0.10839
chr3	195000000	196000000	2.6773	13476	0.08264	21285	0.06793	12023	0.09156	13815	0.09172	15527	0.07813
chr3	196000000	197000000	1.6742	9121	0.11281	15491	0.07986	7611	0.09751	9542	0.11532	11231	0.09562
chr3	197000000	198000000	1.7145	8662	0.08649	14727	0.07677	7661	0.06454	9202	0.08077	10448	0.06765
chr3	198000000	199000000	1.7145	1715	0.06787	2824	0.07355	1486	0.07427	1786	0.07307	2037	0.05285
chr4	0	1000000	1.0537	9367	0.07659	15995	0.06008	8457	0.07884	10717	0.07437	11419	0.06090
chr4	1000000	2000000	0.9879	9526	0.09241	16641	0.07448	9231	0.08660	10867	0.08731	12468	0.07672
chr4	2000000	3000000	1.6067	8565	0.08548	13743	0.07712	7133	0.10218	8714	0.08576	9874	0.07723
chr4	3000000	4000000	1.7955	10968	0.10540	19511	0.08549	9711	0.10543	11600	0.10232	14404	0.08434
chr4	4000000	5000000	2.7162	9516	0.13839	17297	0.09174	9180	0.13835	10571	0.12859	12943	0.10359
chr4	5000000	6000000	3.5628	10021	0.11350	18260	0.09158	8658	0.11989	11091	0.10973	13837	0.08953
chr4	6000000	7000000	4.1643	9215	0.10826	16613	0.08382	7823	0.10391	10253	0.10102	12282	0.08539
chr4	7000000	8000000	4.2103	11517	0.12278	19726	0.08904	9944	0.12114	12016	0.11523	14453	0.10227
chr4	8000000	9000000	2.5643	10580	0.10281	19469	0.08184	9685	0.10936	11926	0.09670	14003	0.08287
chr4	9000000	10000000	1.5540	10777	0.09238	20848	0.08542	11236	0.11019	12118	0.10420	15841	0.08026
chr4	10000000	11000000	0.7265	9487	0.11902	15774	0.08555	8319	0.14490	10097	0.11558	11862	0.10039
chr4	11000000	12000000	0.8224	9226	0.11555	16527	0.08668	7904	0.11928	9652	0.10849	12175	0.09466
chr4	12000000	13000000	1.1683	9319	0.11596	16015	0.08240	7508	0.12193	9419	0.10487	11383	0.09461
chr4	13000000	14000000	1.1688	7388	0.09207	13425	0.07149	5800	0.06828	8074	0.08344	9837	0.06736
chr4	14000000	15000000	1.3332	8696	0.12190	15188	0.08721	7277	0.12350	9320	0.12262	11234	0.09464
chr4	15000000	16000000	1.3463	6774	0.12035	12035	0.08227	6153	0.13471	7268	0.12274	8650	0.10240
chr4	16000000	17000000	1.4551	7362	0.10899	12389	0.08182	6726	0.11931	7962	0.10466	8975	0.09293
chr4	17000000	18000000	1.3441	7220	0.12396	13267	0.09060	6586	0.12350	7900	0.12297	9444	0.09931
chr4	18000000	19000000	0.9073	7515	0.10595	12682	0.07967	6400	0.12817	7765	0.10866	9762	0.08505
chr4	19000000	20000000	0.7270	7670	0.10569	12887	0.07039	6845	0.10718	8557	0.08988	9688	0.08446
chr4	20000000	21000000	0.8413	7416	0.11078	13129	0.07595	6787	0.09583	8392	0.09839	9451	0.08432
chr4	21000000	22000000	1.0546	8184	0.12469	14596	0.09270	7656	0.12788	9082	0.12040	10738	0.09987
chr4	22000000	23000000	1.0396	7454	0.09253	13577	0.08135	6918	0.10728	8173	0.09634	10099	0.08124
chr4	23000000	24000000	1.4186	7245	0.10593	12875	0.08148	6733	0.11611	8457	0.09588	9716	0.08847
chr4	24000000	25000000	1.9923	7044	0.10987	13124	0.07787	6963	0.11861	8114	0.10046	9619	0.08376
chr4	25000000	26000000	2.0475	7678	0.11442	13561	0.08515	7197	0.12816	8042	0.12018	9982	0.09879
chr4	26000000	27000000	1.7899	6056	0.09495	12045	0.07134	5217	0.10252	6450	0.08996	8295	0.07094
chr4	27000000	28000000	1.1690	7824	0.11718	13957	0.07984	6363	0.13266	8461	0.10658	10552	0.09242
chr4	28000000	29000000	1.0418	7597	0.15114	13542	0.09201	6699	0.12693	8118	0.13120	10104	0.10896
chr4	29000000	30000000	0.7693	7698	0.10814	13750	0.08154	6693	0.09360	8380	0.09117	9689	0.08565
chr4	30000000	31000000	0.9818	8127	0.09091	13817	0.08325	7148	0.11687	8479	0.08870	9966	0.08489
chr4	31000000	32000000	1.0212	8058	0.11207	13967	0.08247	6829	0.14024	8335	0.11918	10086	0.09276
chr4	32000000	33000000	1.0215	8840	0.12537	14999	0.10462	8004	0.15076	9362	0.13230	11515	0.10931
chr4	33000000	34000000	0.6565	6004	0.04948	12221	0.07524	5876	0.06491	6812	0.06674	8588	0.05716
chr4	34000000	35000000	0.6106	7027	0.08584	12299	0.09241	6568	0.10533	8105	0.08935	9483	0.08319
chr4	35000000	36000000	0.6152	8360	0.13346	14903	0.09551	8011	0.12203	9221	0.13149	11403	0.10054
chr4	36000000	37000000	1.0558	7261	0.12824	13656	0.08837	6524	0.12811	7581	0.11156	9734	0.10768
chr4	37000000	38000000	1.5271	7935	0.14719	14019	0.09551	7740	0.14644	8549	0.13538	10762	0.11609
chr4	38000000	39000000	1.4865	7748	0.13084	14096	0.09208	7680	0.14738	8905	0.12882	10215	0.11152
chr4	39000000	40000000	1.7312	6040	0.13324	11698	0.07626	5912	0.13497	6814	0.11516	8064	0.09601
chr4	40000000	41000000	1.5056	7025	0.13249	13258	0.08531	7057	0.12109	7987	0.11549	9389	0.10250
chr4	41000000	42000000	1.6747	6898	0.10404	11885	0.08738	5780	0.08568	7704	0.09569	8539	0.08310
chr4	42000000	43000000	0.9930	7104	0.13268	13093	0.09036	6589	0.11402	9024	0.10713	9074	0.10717
chr4	43000000	44000000	0.6071	7705	0.09774	14194	0.07968	6563	0.12639	9314	0.09265	10110	0.09179
chr4	44000000	45000000	0.3778	7269	0.11784	12800	0.08730	6325	0.14430	7603	0.11603	9564	0.09604
chr4	45000000	46000000	0.3485	7165	0.09188	13374	0.06887	6186	0.08112	7801	0.09257	9250	0.07011
chr4	46000000	47000000	0.4025	6682	0.09409	12502	0.06559	5431	0.11937	6679	0.09429	8498	0.08098
chr4	47000000	48000000	0.3831	6267	0.12239	11384	0.08167	5454	0.11848	6513	0.11163	8211	0.09468
chr4	48000000	49000000	0.2923	5728	0.10946	10521	0.07160	5167	0.11707	6145	0.10229	6918	0.09523
chr4	49000000	50000000	0.1061	8815	0.05144	15571	0.03677	7966	0.05374	9449	0.04987	10748	0.04191
chr4	50000000	51000000	0.0060	711	0.01203	1189	0.01048	691	0.01389	858	0.01205	771	0.01093
chr4	51000000	52000000	0.1166	2275	0.04829	4097	0.03010	2130	0.05988	2529	0.05364	2524	0.04555
