chrom	window_start	population	Hbar	n_blocks	mean_distinct_hap	mean_n_hap	cMperMb
chr12	13000000	SAS	0.004085	4	275.5	400	1.7943
chr12	14000000	AFR	0.006729	2	217.5	400	1.1786
chr12	14000000	AMR	0.034098	2	158.5	400	1.1786
chr12	14000000	EAS	0.016930	2	191.0	400	1.1786
chr12	14000000	EUR	0.011786	2	188.0	400	1.1786
chr12	14000000	SAS	0.006786	2	226.0	400	1.1786
chr12	15000000	AFR	0.004649	3	245.3	400	1.2899
chr12	15000000	AMR	0.019837	3	181.3	400	1.2899
chr12	15000000	EAS	0.018241	3	167.0	400	1.2899
chr12	15000000	EUR	0.009398	3	201.0	400	1.2899
chr12	15000000	SAS	0.012891	3	210.7	400	1.2899
chr12	16000000	AFR	0.015226	2	227.5	400	1.2424
chr12	16000000	AMR	0.011003	2	196.5	400	1.2424
chr12	16000000	EAS	0.014586	2	215.5	400	1.2424
chr12	16000000	EUR	0.009261	2	200.0	400	1.2424
chr12	16000000	SAS	0.009724	2	209.5	400	1.2424
chr12	17000000	AFR	0.011391	2	221.0	400	1.0304
chr12	17000000	AMR	0.020050	2	176.5	400	1.0304
chr12	17000000	EAS	0.023528	2	195.5	400	1.0304
chr12	17000000	EUR	0.011986	2	187.5	400	1.0304
chr12	17000000	SAS	0.017876	2	193.5	400	1.0304
chr12	18000000	AFR	0.003571	2	282.0	400	0.9261
chr12	18000000	AMR	0.012193	2	205.0	400	0.9261
chr12	18000000	EAS	0.005150	2	248.5	400	0.9261
chr12	18000000	EUR	0.009768	2	199.5	400	0.9261
chr12	18000000	SAS	0.009919	2	231.0	400	0.9261
chr12	19000000	AFR	0.012999	3	244.3	400	1.2480
chr12	19000000	AMR	0.034069	3	201.3	400	1.2480
chr12	19000000	EAS	0.021395	3	219.0	400	1.2480
chr12	19000000	EUR	0.040806	3	207.0	400	1.2480
chr12	19000000	SAS	0.011951	3	238.7	400	1.2480
chr12	20000000	AFR	0.011880	2	231.5	400	1.2668
chr12	20000000	AMR	0.021378	2	190.0	400	1.2668
chr12	20000000	EAS	0.018409	2	207.0	400	1.2668
chr12	20000000	EUR	0.020050	2	214.0	400	1.2668
chr12	20000000	SAS	0.037782	2	194.0	400	1.2668
chr12	21000000	AFR	0.007907	3	229.3	400	1.2674
chr12	21000000	AMR	0.023839	3	175.7	400	1.2674
chr12	21000000	EAS	0.015915	3	201.7	400	1.2674
chr12	21000000	EUR	0.017022	3	187.3	400	1.2674
chr12	21000000	SAS	0.012536	3	225.3	400	1.2674
chr12	22000000	AFR	0.009706	2	270.0	400	1.1322
chr12	22000000	AMR	0.019511	2	225.5	400	1.1322
chr12	22000000	EAS	0.026441	2	230.0	400	1.1322
chr12	22000000	EUR	0.035269	2	216.0	400	1.1322
chr12	22000000	SAS	0.030583	2	229.0	400	1.1322
chr12	23000000	AFR	0.012360	3	224.3	400	1.5019
chr12	23000000	AMR	0.053759	3	172.3	400	1.5019
chr12	23000000	EAS	0.085618	3	189.0	400	1.5019
chr12	23000000	EUR	0.030305	3	184.3	400	1.5019
chr12	23000000	SAS	0.035689	3	200.3	400	1.5019
chr12	24000000	AFR	0.003559	3	305.3	400	1.5338
chr12	24000000	AMR	0.007193	3	258.7	400	1.5338
chr12	24000000	EAS	0.023208	3	263.7	400	1.5338
chr12	24000000	EUR	0.011512	3	268.7	400	1.5338
chr12	24000000	SAS	0.011637	3	274.3	400	1.5338
chr12	25000000	AFR	0.004687	3	242.3	400	1.4693
chr12	25000000	AMR	0.017590	3	169.3	400	1.4693
chr12	25000000	EAS	0.007665	3	229.7	400	1.4693
chr12	25000000	EUR	0.012139	3	188.0	400	1.4693
chr12	25000000	SAS	0.005000	3	238.3	400	1.4693
chr12	26000000	AFR	0.010944	3	250.3	400	1.2342
chr12	26000000	AMR	0.040739	3	177.3	400	1.2342
chr12	26000000	EAS	0.013195	3	191.3	400	1.2342
chr12	26000000	EUR	0.019887	3	186.7	400	1.2342
chr12	26000000	SAS	0.009574	3	228.0	400	1.2342
chr12	27000000	AFR	0.003484	2	284.0	400	1.0419
chr12	27000000	AMR	0.008553	2	242.0	400	1.0419
chr12	27000000	EAS	0.013803	2	254.0	400	1.0419
chr12	27000000	EUR	0.008546	2	231.5	400	1.0419
chr12	27000000	SAS	0.010639	2	266.5	400	1.0419
chr12	28000000	AFR	0.006065	2	242.0	400	1.0043
chr12	28000000	AMR	0.044292	2	130.0	400	1.0043
chr12	28000000	EAS	0.010451	2	187.5	400	1.0043
chr12	28000000	EUR	0.030752	2	128.5	400	1.0043
chr12	28000000	SAS	0.028289	2	140.5	400	1.0043
chr12	29000000	AFR	0.001372	2	330.0	400	1.0726
chr12	29000000	AMR	0.009035	2	258.0	400	1.0726
chr12	29000000	EAS	0.001892	2	318.5	400	1.0726
chr12	29000000	EUR	0.002506	2	309.0	400	1.0726
chr12	29000000	SAS	0.004812	2	294.5	400	1.0726
chr12	30000000	AFR	0.003647	2	286.5	400	1.0511
chr12	30000000	AMR	0.025132	2	218.0	400	1.0511
chr12	30000000	EAS	0.012632	2	260.5	400	1.0511
chr12	30000000	EUR	0.015883	2	229.5	400	1.0511
chr12	30000000	SAS	0.008208	2	242.0	400	1.0511
chr12	31000000	AFR	0.002920	2	293.5	400	1.0119
chr12	31000000	AMR	0.013390	2	234.5	400	1.0119
chr12	31000000	EAS	0.009856	2	255.0	400	1.0119
chr12	31000000	EUR	0.006441	2	261.5	400	1.0119
chr12	31000000	SAS	0.006115	2	265.5	400	1.0119
chr12	32000000	AFR	0.001040	1	342.0	400	0.6415
chr12	32000000	AMR	0.006454	1	252.0	400	0.6415
chr12	32000000	EAS	0.015376	1	228.0	400	0.6415
chr12	32000000	EUR	0.008183	1	241.0	400	0.6415
chr12	32000000	SAS	0.001754	1	313.0	400	0.6415
chr12	33000000	AFR	0.001967	1	331.0	400	0.3685
chr12	33000000	AMR	0.013596	1	214.0	400	0.3685
chr12	33000000	EAS	0.005965	1	278.0	400	0.3685
chr12	33000000	EUR	0.011579	1	219.0	400	0.3685
chr12	33000000	SAS	0.015802	1	213.0	400	0.3685
chr12	39000000	AFR	0.003985	1	270.0	400	0.2544
chr12	39000000	AMR	0.006855	1	260.0	400	0.2544
chr12	39000000	EAS	0.006591	1	240.0	400	0.2544
chr12	39000000	EUR	0.006466	1	246.0	400	0.2544
chr12	39000000	SAS	0.003033	1	279.0	400	0.2544
chr12	40000000	AFR	0.002682	1	291.0	400	0.4242
chr12	40000000	AMR	0.007293	1	267.0	400	0.4242
chr12	40000000	EAS	0.004987	1	267.0	400	0.4242
chr12	40000000	EUR	0.006165	1	262.0	400	0.4242
chr12	40000000	SAS	0.002431	1	295.0	400	0.4242
chr12	41000000	AFR	0.004123	1	259.0	400	0.5604
chr12	41000000	AMR	0.013283	1	206.0	400	0.5604
chr12	41000000	EAS	0.010664	1	228.0	400	0.5604
chr12	41000000	EUR	0.013308	1	198.0	400	0.5604
chr12	41000000	SAS	0.006429	1	248.0	400	0.5604
chr12	42000000	AFR	0.000815	1	352.0	400	0.5844
chr12	42000000	AMR	0.001980	1	315.0	400	0.5844
chr12	42000000	EAS	0.001341	1	325.0	400	0.5844
chr12	42000000	EUR	0.003033	1	308.0	400	0.5844
chr12	42000000	SAS	0.000815	1	354.0	400	0.5844
chr12	43000000	AFR	0.002820	1	285.0	400	0.5648
chr12	43000000	AMR	0.101165	1	131.0	400	0.5648
chr12	43000000	EAS	0.022531	1	155.0	400	0.5648
chr12	43000000	EUR	0.017970	1	188.0	400	0.5648
chr12	43000000	SAS	0.018233	1	185.0	400	0.5648
chr12	44000000	AFR	0.001992	1	319.0	400	0.5567
chr12	44000000	AMR	0.019524	1	225.0	400	0.5567
chr12	44000000	EAS	0.005890	1	235.0	400	0.5567
chr12	44000000	EUR	0.024035	1	147.0	400	0.5567
chr12	44000000	SAS	0.006704	1	221.0	400	0.5567
chr12	45000000	AFR	0.002957	1	272.0	400	0.5718
chr12	45000000	AMR	0.016404	1	200.0	400	0.5718
chr12	45000000	EAS	0.009336	1	225.0	400	0.5718
chr12	45000000	EUR	0.011491	1	197.0	400	0.5718
chr12	45000000	SAS	0.015238	1	205.0	400	0.5718
chr12	46000000	AFR	0.004624	2	257.0	400	0.8990
chr12	46000000	AMR	0.022657	2	178.5	400	0.8990
chr12	46000000	EAS	0.013546	2	184.5	400	0.8990
chr12	46000000	EUR	0.017907	2	155.5	400	0.8990
chr12	46000000	SAS	0.005226	2	252.5	400	0.8990
chr12	47000000	AFR	0.002613	2	309.5	400	0.9080
chr12	47000000	AMR	0.011391	2	263.5	400	0.9080
chr12	47000000	EAS	0.002450	2	310.0	400	0.9080
chr12	47000000	EUR	0.002243	2	303.5	400	0.9080
chr12	47000000	SAS	0.002419	2	304.5	400	0.9080
chr12	48000000	AFR	0.011999	2	206.0	400	1.0900
chr12	48000000	AMR	0.018822	2	178.5	400	1.0900
chr12	48000000	EAS	0.042036	2	148.5	400	1.0900
chr12	48000000	EUR	0.023622	2	159.5	400	1.0900
chr12	48000000	SAS	0.010464	2	199.5	400	1.0900
chr12	49000000	AFR	0.012393	2	184.5	400	0.6658
chr12	49000000	AMR	0.020677	2	155.5	400	0.6658
chr12	49000000	EAS	0.013321	2	193.5	400	0.6658
chr12	49000000	EUR	0.019411	2	161.5	400	0.6658
chr12	49000000	SAS	0.011034	2	201.0	400	0.6658
chr12	50000000	AFR	0.018697	1	148.0	400	0.9070
chr12	50000000	AMR	0.041692	1	95.0	400	0.9070
chr12	50000000	EAS	0.037957	1	105.0	400	0.9070
chr12	50000000	EUR	0.071103	1	82.0	400	0.9070
chr12	50000000	SAS	0.042080	1	84.0	400	0.9070
chr12	51000000	AFR	0.003099	3	304.0	400	1.2032
chr12	51000000	AMR	0.013839	3	208.0	400	1.2032
chr12	51000000	EAS	0.006186	3	268.0	400	1.2032
chr12	51000000	EUR	0.008091	3	222.0	400	1.2032
chr12	51000000	SAS	0.004081	3	271.3	400	1.2032
chr12	52000000	AFR	0.003037	3	298.3	400	1.5243
chr12	52000000	AMR	0.016216	3	192.3	400	1.5243
chr12	52000000	EAS	0.009887	3	216.0	400	1.5243
chr12	52000000	EUR	0.016813	3	199.3	400	1.5243
chr12	52000000	SAS	0.009754	3	226.0	400	1.5243
chr12	53000000	AFR	0.006220	3	258.7	400	1.4865
chr12	53000000	AMR	0.017565	3	202.7	400	1.4865
chr12	53000000	EAS	0.037180	3	220.0	400	1.4865
chr12	53000000	EUR	0.030915	3	187.3	400	1.4865
chr12	53000000	SAS	0.023789	3	207.3	400	1.4865
chr12	54000000	AFR	0.003233	2	278.5	400	1.0584
chr12	54000000	AMR	0.006848	2	236.0	400	1.0584
chr12	54000000	EAS	0.025194	2	212.0	400	1.0584
chr12	54000000	EUR	0.008622	2	223.5	400	1.0584
chr12	54000000	SAS	0.007375	2	234.0	400	1.0584
chr12	55000000	AFR	0.006704	2	246.0	400	0.8955
chr12	55000000	AMR	0.011736	2	198.5	400	0.8955
chr12	55000000	EAS	0.027513	2	158.0	400	0.8955
chr12	55000000	EUR	0.014336	2	162.5	400	0.8955
chr12	55000000	SAS	0.009975	2	208.5	400	0.8955
chr12	56000000	AFR	0.004574	1	241.0	400	0.6244
chr12	56000000	AMR	0.009799	1	206.0	400	0.6244
chr12	56000000	EAS	0.013872	1	216.0	400	0.6244
chr12	56000000	EUR	0.008860	1	198.0	400	0.6244
chr12	56000000	SAS	0.018221	1	192.0	400	0.6244
chr12	57000000	AFR	0.003471	1	260.0	400	0.7128
chr12	57000000	AMR	0.032845	1	161.0	400	0.7128
chr12	57000000	EAS	0.014799	1	207.0	400	0.7128
chr12	57000000	EUR	0.032669	1	154.0	400	0.7128
chr12	57000000	SAS	0.011216	1	200.0	400	0.7128
chr12	58000000	AFR	0.001548	2	314.5	400	0.6167
chr12	58000000	AMR	0.003985	2	272.5	400	0.6167
chr12	58000000	EAS	0.010113	2	254.0	400	0.6167
chr12	58000000	EUR	0.007901	2	273.0	400	0.6167
chr12	58000000	SAS	0.004198	2	290.0	400	0.6167
chr12	59000000	AFR	0.006090	1	233.0	400	0.4988
chr12	59000000	AMR	0.022180	1	146.0	400	0.4988
chr12	59000000	EAS	0.016591	1	169.0	400	0.4988
chr12	59000000	EUR	0.022080	1	145.0	400	0.4988
chr12	59000000	SAS	0.010251	1	202.0	400	0.4988
chr12	61000000	AFR	0.004248	2	256.5	400	0.7065
chr12	61000000	AMR	0.007086	2	238.5	400	0.7065
chr12	61000000	EAS	0.006178	2	256.5	400	0.7065
chr12	61000000	EUR	0.005702	2	245.0	400	0.7065
chr12	61000000	SAS	0.005946	2	239.0	400	0.7065
chr12	62000000	AFR	0.002625	2	299.0	400	0.8408
chr12	62000000	AMR	0.009919	2	211.0	400	0.8408
chr12	62000000	EAS	0.012644	2	251.0	400	0.8408
chr12	62000000	EUR	0.007174	2	239.0	400	0.8408
chr12	62000000	SAS	0.005244	2	266.0	400	0.8408
chr12	63000000	AFR	0.005326	1	273.0	400	0.9752
chr12	63000000	AMR	0.021516	1	156.0	400	0.9752
chr12	63000000	EAS	0.019524	1	152.0	400	0.9752
chr12	63000000	EUR	0.025501	1	144.0	400	0.9752
chr12	63000000	SAS	0.016165	1	167.0	400	0.9752
chr12	64000000	AFR	0.004756	2	259.5	400	0.8750
chr12	64000000	AMR	0.004330	2	262.5	400	0.8750
chr12	64000000	EAS	0.006103	2	248.5	400	0.8750
chr12	64000000	EUR	0.005752	2	255.0	400	0.8750
chr12	64000000	SAS	0.001999	2	307.0	400	0.8750
chr12	65000000	AFR	0.010347	3	234.7	400	1.1592
chr12	65000000	AMR	0.033588	3	178.3	400	1.1592
chr12	65000000	EAS	0.029657	3	179.0	400	1.1592
chr12	65000000	EUR	0.026942	3	156.7	400	1.1592
chr12	65000000	SAS	0.019094	3	210.7	400	1.1592
chr12	66000000	AFR	0.004818	2	250.5	400	1.4149
chr12	66000000	AMR	0.012870	2	189.5	400	1.4149
chr12	66000000	EAS	0.005746	2	245.0	400	1.4149
chr12	66000000	EUR	0.006454	2	233.0	400	1.4149
chr12	66000000	SAS	0.003358	2	268.5	400	1.4149
chr12	67000000	AFR	0.003468	4	289.2	400	1.6094
chr12	67000000	AMR	0.015843	4	213.0	400	1.6094
chr12	67000000	EAS	0.009806	4	238.2	400	1.6094
chr12	67000000	EUR	0.019057	4	191.5	400	1.6094
chr12	67000000	SAS	0.008390	4	232.5	400	1.6094
chr12	68000000	AFR	0.002782	3	299.0	400	1.4728
chr12	68000000	AMR	0.006546	3	253.3	400	1.4728
chr12	68000000	EAS	0.002122	3	315.3	400	1.4728
chr12	68000000	EUR	0.005326	3	275.7	400	1.4728
chr12	68000000	SAS	0.003542	3	300.0	400	1.4728
chr12	69000000	AFR	0.003709	2	276.0	400	1.2348
chr12	69000000	AMR	0.019987	2	189.5	400	1.2348
chr12	69000000	EAS	0.009887	2	217.0	400	1.2348
chr12	69000000	EUR	0.012462	2	182.5	400	1.2348
chr12	69000000	SAS	0.005821	2	237.0	400	1.2348
chr12	70000000	AFR	0.003070	2	279.5	400	0.9859
chr12	70000000	AMR	0.010789	2	223.0	400	0.9859
chr12	70000000	EAS	0.006585	2	258.5	400	0.9859
chr12	70000000	EUR	0.007105	2	227.5	400	0.9859
chr12	70000000	SAS	0.002782	2	286.5	400	0.9859
chr12	71000000	AFR	0.002888	2	287.5	400	0.9359
chr12	71000000	AMR	0.007293	2	238.5	400	0.9359
chr12	71000000	EAS	0.011548	2	237.0	400	0.9359
chr12	71000000	EUR	0.011422	2	210.5	400	0.9359
chr12	71000000	SAS	0.004781	2	262.0	400	0.9359
chr12	72000000	AFR	0.004098	1	272.0	400	0.6205
chr12	72000000	AMR	0.010714	1	213.0	400	0.6205
chr12	72000000	EAS	0.017231	1	186.0	400	0.6205
chr12	72000000	EUR	0.009449	1	209.0	400	0.6205
chr12	72000000	SAS	0.008584	1	222.0	400	0.6205
chr12	73000000	AFR	0.009198	1	191.0	400	0.4445
chr12	73000000	AMR	0.046115	1	118.0	400	0.4445
chr12	73000000	EAS	0.183471	1	92.0	400	0.4445
chr12	73000000	EUR	0.034499	1	105.0	400	0.4445
chr12	73000000	SAS	0.030677	1	127.0	400	0.4445
chr12	74000000	AFR	0.003033	1	287.0	400	0.6429
chr12	74000000	AMR	0.013258	1	215.0	400	0.6429
chr12	74000000	EAS	0.013409	1	239.0	400	0.6429
chr12	74000000	EUR	0.013647	1	181.0	400	0.6429
chr12	74000000	SAS	0.005664	1	251.0	400	0.6429
chr12	75000000	AFR	0.006040	2	269.0	400	1.0236
chr12	75000000	AMR	0.013051	2	251.5	400	1.0236
chr12	75000000	EAS	0.007926	2	271.0	400	1.0236
chr12	75000000	EUR	0.008283	2	256.5	400	1.0236
chr12	75000000	SAS	0.006341	2	270.5	400	1.0236
chr12	76000000	AFR	0.006984	3	232.0	400	1.2408
chr12	76000000	AMR	0.014382	3	198.7	400	1.2408
chr12	76000000	EAS	0.015873	3	195.0	400	1.2408
chr12	76000000	EUR	0.014273	3	182.0	400	1.2408
chr12	76000000	SAS	0.008684	3	237.3	400	1.2408
chr12	77000000	AFR	0.003697	2	280.5	400	1.2345
chr12	77000000	AMR	0.010990	2	217.5	400	1.2345
chr12	77000000	EAS	0.006748	2	238.5	400	1.2345
chr12	77000000	EUR	0.008891	2	212.0	400	1.2345
chr12	77000000	SAS	0.007970	2	235.0	400	1.2345
chr12	78000000	AFR	0.003653	2	283.0	400	1.0000
chr12	78000000	AMR	0.008346	2	224.5	400	1.0000
chr12	78000000	EAS	0.003139	2	280.0	400	1.0000
chr12	78000000	EUR	0.007112	2	234.5	400	1.0000
chr12	78000000	SAS	0.004655	2	271.0	400	1.0000
chr12	79000000	AFR	0.025420	2	191.0	400	0.9748
chr12	79000000	AMR	0.078459	2	124.0	400	0.9748
chr12	79000000	EAS	0.037506	2	158.0	400	0.9748
chr12	79000000	EUR	0.079837	2	86.5	400	0.9748
chr12	79000000	SAS	0.035570	2	131.5	400	0.9748
chr12	80000000	AFR	0.001617	1	328.0	400	0.5938
chr12	80000000	AMR	0.003546	1	267.0	400	0.5938
chr12	80000000	EAS	0.002406	1	292.0	400	0.5938
chr12	80000000	EUR	0.008158	1	237.0	400	0.5938
chr12	80000000	SAS	0.002506	1	299.0	400	0.5938
chr12	81000000	AFR	0.005150	2	264.5	400	0.6899
chr12	81000000	AMR	0.012143	2	191.5	400	0.6899
chr12	81000000	EAS	0.010802	2	215.5	400	0.6899
chr12	81000000	EUR	0.026046	2	169.5	400	0.6899
chr12	81000000	SAS	0.011234	2	181.5	400	0.6899
chr12	82000000	AFR	0.001090	1	349.0	400	0.6403
chr12	82000000	AMR	0.004323	1	267.0	400	0.6403
chr12	82000000	EAS	0.000827	1	361.0	400	0.6403
chr12	82000000	EUR	0.003659	1	301.0	400	0.6403
chr12	82000000	SAS	0.002506	1	309.0	400	0.6403
chr12	83000000	AFR	0.009398	1	199.0	400	0.6668
chr12	83000000	AMR	0.021479	1	132.0	400	0.6668
chr12	83000000	EAS	0.010201	1	191.0	400	0.6668
chr12	83000000	EUR	0.013070	1	168.0	400	0.6668
chr12	83000000	SAS	0.011366	1	207.0	400	0.6668
chr12	84000000	AFR	0.001190	1	348.0	400	0.4449
chr12	84000000	AMR	0.010852	1	209.0	400	0.4449
chr12	84000000	EAS	0.006892	1	223.0	400	0.4449
chr12	84000000	EUR	0.006967	1	223.0	400	0.4449
chr12	84000000	SAS	0.005752	1	237.0	400	0.4449
chr12	85000000	AFR	0.008145	1	236.0	400	0.2323
chr12	85000000	AMR	0.015464	1	199.0	400	0.2323
chr12	85000000	EAS	0.019612	1	187.0	400	0.2323
chr12	85000000	EUR	0.013634	1	192.0	400	0.2323
chr12	85000000	SAS	0.039110	1	165.0	400	0.2323
chr12	87000000	AFR	0.006667	1	258.0	400	0.2898
chr12	87000000	AMR	0.024436	1	182.0	400	0.2898
chr12	87000000	EAS	0.012293	1	199.0	400	0.2898
chr12	87000000	EUR	0.012155	1	202.0	400	0.2898
chr12	87000000	SAS	0.004749	1	255.0	400	0.2898
chr12	88000000	AFR	0.005551	1	269.0	400	0.5887
chr12	88000000	AMR	0.020025	1	171.0	400	0.5887
chr12	88000000	EAS	0.016479	1	205.0	400	0.5887
chr12	88000000	EUR	0.013596	1	176.0	400	0.5887
chr12	88000000	SAS	0.014185	1	184.0	400	0.5887
chr12	89000000	AFR	0.009536	1	205.0	400	0.6556
chr12	89000000	AMR	0.009348	1	186.0	400	0.6556
chr12	89000000	EAS	0.006591	1	212.0	400	0.6556
chr12	89000000	EUR	0.008935	1	186.0	400	0.6556
chr12	89000000	SAS	0.011378	1	213.0	400	0.6556
chr12	90000000	AFR	0.006347	2	261.5	400	0.8803
chr12	90000000	AMR	0.010050	2	196.5	400	0.8803
chr12	90000000	EAS	0.011278	2	189.5	400	0.8803
chr12	90000000	EUR	0.015388	2	170.5	400	0.8803
chr12	90000000	SAS	0.012406	2	202.0	400	0.8803
chr12	91000000	AFR	0.007500	2	240.5	400	0.9837
chr12	91000000	AMR	0.010896	2	197.5	400	0.9837
chr12	91000000	EAS	0.013490	2	181.0	400	0.9837
chr12	91000000	EUR	0.013233	2	220.5	400	0.9837
chr12	91000000	SAS	0.013333	2	223.0	400	0.9837
chr12	92000000	AFR	0.003467	3	279.7	400	1.3668
chr12	92000000	AMR	0.009967	3	226.3	400	1.3668
chr12	92000000	EAS	0.017218	3	205.7	400	1.3668
chr12	92000000	EUR	0.011274	3	221.0	400	1.3668
chr12	92000000	SAS	0.011211	3	233.3	400	1.3668
chr12	93000000	AFR	0.004190	3	284.7	400	1.7135
chr12	93000000	AMR	0.010021	3	223.3	400	1.7135
chr12	93000000	EAS	0.007118	3	249.0	400	1.7135
chr12	93000000	EUR	0.014841	3	207.7	400	1.7135
chr12	93000000	SAS	0.014691	3	223.3	400	1.7135
chr12	94000000	AFR	0.005523	4	270.0	400	1.6949
chr12	94000000	AMR	0.019969	4	212.0	400	1.6949
chr12	94000000	EAS	0.012898	4	236.5	400	1.6949
chr12	94000000	EUR	0.017274	4	208.8	400	1.6949
chr12	94000000	SAS	0.015219	4	234.2	400	1.6949
chr12	95000000	AFR	0.002318	3	301.3	400	1.4243
chr12	95000000	AMR	0.012916	3	227.3	400	1.4243
chr12	95000000	EAS	0.003496	3	277.0	400	1.4243
chr12	95000000	EUR	0.004336	3	263.7	400	1.4243
chr12	95000000	SAS	0.003613	3	270.3	400	1.4243
chr12	96000000	AFR	0.012293	2	211.0	400	1.2428
chr12	96000000	AMR	0.035457	2	134.0	400	1.2428
chr12	96000000	EAS	0.027149	2	145.5	400	1.2428
chr12	96000000	EUR	0.027356	2	154.0	400	1.2428
chr12	96000000	SAS	0.015595	2	176.5	400	1.2428
chr12	97000000	AFR	0.003327	2	289.5	400	1.2258
chr12	97000000	AMR	0.007030	2	262.0	400	1.2258
chr12	97000000	EAS	0.008114	2	258.5	400	1.2258
chr12	97000000	EUR	0.005125	2	271.0	400	1.2258
chr12	97000000	SAS	0.002976	2	296.0	400	1.2258
chr12	98000000	AFR	0.003839	3	276.3	400	1.1601
chr12	98000000	AMR	0.017686	3	206.0	400	1.1601
chr12	98000000	EAS	0.012865	3	207.7	400	1.1601
chr12	98000000	EUR	0.013066	3	198.3	400	1.1601
chr12	98000000	SAS	0.007719	3	221.3	400	1.1601
chr12	99000000	AFR	0.008064	2	250.0	400	0.8727
chr12	99000000	AMR	0.016140	2	174.0	400	0.8727
chr12	99000000	EAS	0.019160	2	147.5	400	0.8727
chr12	99000000	EUR	0.026447	2	155.5	400	0.8727
chr12	99000000	SAS	0.046786	2	159.0	400	0.8727
chr12	100000000	AFR	0.002174	2	300.5	400	0.9891
chr12	100000000	AMR	0.006140	2	268.0	400	0.9891
chr12	100000000	EAS	0.004987	2	279.5	400	0.9891
chr12	100000000	EUR	0.003734	2	251.0	400	0.9891
chr12	100000000	SAS	0.002425	2	304.0	400	0.9891
chr12	101000000	AFR	0.002293	1	311.0	400	0.9771
chr12	101000000	AMR	0.003083	1	271.0	400	0.9771
chr12	101000000	EAS	0.001867	1	315.0	400	0.9771
chr12	101000000	EUR	0.001867	1	312.0	400	0.9771
chr12	101000000	SAS	0.002343	1	299.0	400	0.9771
chr12	102000000	AFR	0.043183	3	196.0	400	1.2397
chr12	102000000	AMR	0.111779	3	150.7	400	1.2397
chr12	102000000	EAS	0.075418	3	151.0	400	1.2397
chr12	102000000	EUR	0.055848	3	167.0	400	1.2397
chr12	102000000	SAS	0.079043	3	174.7	400	1.2397
chr12	103000000	AFR	0.003997	2	264.5	400	1.2545
chr12	103000000	AMR	0.012199	2	201.5	400	1.2545
chr12	103000000	EAS	0.005620	2	238.5	400	1.2545
chr12	103000000	EUR	0.023615	2	188.0	400	1.2545
chr12	103000000	SAS	0.006811	2	236.0	400	1.2545
chr12	104000000	AFR	0.011863	3	208.0	400	1.3419
chr12	104000000	AMR	0.025017	3	193.0	400	1.3419
chr12	104000000	EAS	0.041596	3	196.7	400	1.3419
chr12	104000000	EUR	0.024265	3	189.0	400	1.3419
chr12	104000000	SAS	0.046086	3	196.3	400	1.3419
chr12	105000000	AFR	0.003346	3	293.0	400	1.2377
chr12	105000000	AMR	0.005593	3	264.7	400	1.2377
chr12	105000000	EAS	0.004607	3	299.0	400	1.2377
chr12	105000000	EUR	0.005710	3	284.7	400	1.2377
chr12	105000000	SAS	0.003814	3	303.7	400	1.2377
chr12	106000000	AFR	0.012099	2	184.5	400	0.9767
chr12	106000000	AMR	0.022143	2	160.0	400	0.9767
chr12	106000000	EAS	0.029912	2	142.0	400	0.9767
chr12	106000000	EUR	0.020451	2	150.0	400	0.9767
chr12	106000000	SAS	0.014449	2	169.5	400	0.9767
chr12	107000000	AFR	0.004436	2	266.5	400	1.2090
chr12	107000000	AMR	0.021134	2	177.0	400	1.2090
chr12	107000000	EAS	0.025063	2	164.0	400	1.2090
chr12	107000000	EUR	0.013383	2	162.0	400	1.2090
chr12	107000000	SAS	0.032381	2	188.5	400	1.2090
chr12	108000000	AFR	0.002675	2	301.0	400	1.2103
chr12	108000000	AMR	0.021247	2	217.0	400	1.2103
chr12	108000000	EAS	0.007036	2	243.0	400	1.2103
chr12	108000000	EUR	0.005150	2	244.0	400	1.2103
chr12	108000000	SAS	0.008177	2	259.5	400	1.2103
chr12	109000000	AFR	0.035810	3	237.7	400	1.0629
chr12	109000000	AMR	0.029290	3	189.7	400	1.0629
chr12	109000000	EAS	0.019160	3	188.7	400	1.0629
chr12	109000000	EUR	0.029607	3	169.0	400	1.0629
chr12	109000000	SAS	0.013538	3	226.3	400	1.0629
chr12	110000000	AFR	0.004950	1	250.0	400	0.5654
chr12	110000000	AMR	0.039737	1	188.0	400	0.5654
chr12	110000000	EAS	0.013521	1	200.0	400	0.5654
chr12	110000000	EUR	0.060927	1	144.0	400	0.5654
chr12	110000000	SAS	0.012281	1	223.0	400	0.5654
chr12	111000000	AFR	0.117381	1	48.0	400	0.5121
chr12	111000000	AMR	0.319173	1	27.0	400	0.5121
chr12	111000000	EAS	0.199010	1	32.0	400	0.5121
chr12	111000000	EUR	0.232381	1	21.0	400	0.5121
chr12	111000000	SAS	0.220576	1	32.0	400	0.5121
chr12	112000000	AFR	0.008402	2	252.5	400	0.9692
chr12	112000000	AMR	0.020896	2	214.5	400	0.9692
chr12	112000000	EAS	0.022256	2	212.0	400	0.9692
chr12	112000000	EUR	0.010182	2	212.0	400	0.9692
chr12	112000000	SAS	0.016109	2	201.0	400	0.9692
chr12	113000000	AFR	0.003542	3	289.3	400	1.5321
chr12	113000000	AMR	0.038108	3	173.7	400	1.5321
chr12	113000000	EAS	0.011236	3	210.7	400	1.5321
chr12	113000000	EUR	0.013530	3	217.0	400	1.5321
